SMILES,T,p,phi,LFS (cm/s)
CCCC(C)O  ,433,2.5,1.1,52.6
CCCC(C)O  ,433,2.5,1.2,50.1
CCCC(C)O  ,433,2.5,1.3,37.9
CCCC(C)O  ,433,2.5,1.4,29.4
CCCC(C)O  ,433,5,0.7,24.8
CCCC(C)O  ,433,5,0.8,33.7
CCCC(C)O  ,433,5,0.9,38.6
CCCC(C)O  ,433,5,1,42.6
CCCC(C)O  ,433,5,1.1,43.3
CCCC(C)O  ,433,5,1.2,38.6
CCCC(C)O  ,433,5,1.3,34.6
CCCC(C)O  ,358,1,0.7,27.9
CCCC(C)O  ,358,1,0.8,36.6
CCCC(C)O  ,358,1,0.9,43.3
CCCC(C)O  ,358,1,1,48.5
CCCC(C)O  ,358,1,1.1,49.6
CCCC(C)O  ,358,1,1.2,46.8
CCCC(C)O  ,358,1,1.3,41.5
CCCC(C)O  ,358,1,1.4,33.6
CCC(CC)O  ,393,1,0.7,35.5
CCC(CC)O  ,393,1,0.8,44.7
CCC(CC)O  ,393,1,0.9,51.9
CCC(CC)O  ,393,1,1,56.3
CCC(CC)O  ,393,1,1.1,56.4
CCC(CC)O  ,393,1,1.2,53.4
CCC(CC)O  ,393,1,1.3,46.2
CCC(CC)O  ,393,1,1.4,38
CCC(CC)O  ,433,1,0.7,41.6
CCC(CC)O  ,433,1,0.8,52
CCC(CC)O  ,433,1,0.9,60.5
CCC(CC)O  ,433,1,1,63.2
CCC(CC)O  ,433,1,1.1,63.7
CCC(CC)O  ,433,1,1.2,58.7
CCC(CC)O  ,433,1,1.3,48.2
CCC(CC)O  ,433,1,1.4,40.3
CCC(CC)O  ,433,2.5,0.7,34.3
CCC(CC)O  ,433,2.5,0.8,44.7
CCC(CC)O  ,433,2.5,0.9,50.4
CCC(CC)O  ,433,2.5,1,53.7
CCC(CC)O  ,433,2.5,1.1,54.9
CCC(CC)O  ,433,2.5,1.2,51.7
CCC(CC)O  ,433,2.5,1.3,39.5
CCC(CC)O  ,433,2.5,1.4,31.8
CCC(CC)O  ,433,5,0.7,27
CCC(CC)O  ,433,5,0.8,34.6
CCC(CC)O  ,433,5,0.9,40.4
CCC(CC)O  ,433,5,1,45.3
CCC(CC)O  ,433,5,1.1,46.2
CCC(CC)O  ,433,5,1.2,41.5
CCC(CC)O  ,433,5,1.3,32.8
CCC(CC)O  ,358,1,0.7,29.7
CCC(CC)O  ,358,1,0.8,38.7
CCC(CC)O  ,358,1,0.9,45.5
CCC(CC)O  ,358,1,1,50.4
CCC(CC)O  ,358,1,1.1,52.1
CCC(CC)O  ,358,1,1.2,49.5
CCC(CC)O  ,358,1,1.3,44.2
CCC(CC)O  ,358,1,1.4,36
CC(=CCO)C ,428,1,0.73,57.4
CC(=CCO)C ,428,1,0.8,61.3
CC(=CCO)C ,428,1,0.9,70.6
CC(=CCO)C ,428,1,1.05,72.8
CC(=CCO)C ,428,1,1.15,67.2
CC(=CCO)C ,428,1,1.21,58.5
CC(=CCO)C ,428,1,1.3,50.6
CC(=CCO)C ,428,1,1.38,42.6
CC(=C)CCO  ,428,1,0.8,61.9
CC(=C)CCO  ,428,1,0.88,66.3
CC(=C)CCO  ,428,1,0.93,70
CC(=C)CCO  ,428,1,0.96,73
CC(=C)CCO  ,428,1,1.05,72
CC(=C)CCO  ,428,1,1.14,67
CC(=C)CCO  ,428,1,1.22,62.4
CC(=C)CCO  ,428,1,1.27,57.9
CC(=C)CCO  ,428,1,1.33,48.4
CCCCCCO,433,1,0.8,48.8
CCCCCCO,433,1,0.9,60.1
CCCCCCO,433,1,1,65.6
CCCCCCO,433,1,1.1,66.9
CCCCCCO,433,1,1.2,65
CCCCCCO,433,1,1.3,57.3
CCCCCCO,433,1,1.4,48.9
CCCCCCO,423,1,0.7,39.6
CCCCCCO,423,1,0.8,50
CCCCCCO,423,1,0.9,57.9
CCCCCCO,423,1,1,60.6
CCCCCCO,423,1,1.1,60.8
CCCCCCO,423,1,1.2,57.9
CCCCCCO,423,1,1.3,50
CCCCCCO,423,3,0.8,39.1
CCCCCCO,423,3,0.9,45.3
CCCCCCO,423,3,1,48.5
CCCCCCO,423,3,1.1,47.6
CCCCCCO,423,3,1.2,45.9
CCCCCCO,423,3,1.3,39.8
CCCCCCCO,433,1,0.8,49.9
CCCCCCCO,433,1,0.9,57.3
CCCCCCCO,433,1,1,64.7
CCCCCCCO,433,1,1.1,67.1
CCCCCCCO,433,1,1.2,64.7
CCCCCCCO,433,1,1.3,61.3
CCCCCCCO,433,1,1.4,48
CCCCCCCCO,433,1,0.8,49
CCCCCCCCO,433,1,0.9,56
CCCCCCCCO,433,1,1,64
CCCCCCCCO,433,1,1.1,68
CCCCCCCCO,433,1,1.2,64
CCCCCCCCO,433,1,1.3,61
CCCCCCCCO,433,1,1.4,51
C1CCC(C1)O  ,433,1,0.8,49.3
C1CCC(C1)O  ,433,1,0.9,56.4
C1CCC(C1)O  ,433,1,1,63.1
C1CCC(C1)O  ,433,1,1.1,64.9
C1CCC(C1)O  ,433,1,1.2,64.7
C1CCC(C1)O  ,433,1,1.3,58.7
C1CCC(C1)O  ,433,2.5,0.8,38.9
C1CCC(C1)O  ,433,2.5,0.9,46
C1CCC(C1)O  ,433,2.5,1,51
C1CCC(C1)O  ,433,2.5,1.1,54.2
C1CCC(C1)O  ,433,2.5,1.2,54
C1CCC(C1)O  ,433,2.5,1.3,48.7
C1CCC(C1)O  ,433,5,0.8,29
C1CCC(C1)O  ,433,5,0.9,38.7
C1CCC(C1)O  ,433,5,1,42.5
C1CCC(C1)O  ,433,5,1.1,45
C1CCC(C1)O  ,433,5,1.2,45
C1CCC(C1)O  ,433,5,1.3,40
C1CCC(C1)O  ,398,1,0.8,40.2
C1CCC(C1)O  ,398,1,0.9,46.2
C1CCC(C1)O  ,398,1,1,52.7
C1CCC(C1)O  ,398,1,1.1,55.8
CC(=O)C,318,1,0.7,22.5
CC(=O)C,318,1,0.8,29
CC(=O)C,318,1,0.9,36
CC(=O)C,318,1,1,40
CC(=O)C,318,1,1.1,42
CC(=O)C,318,1,1.2,41
CC(=O)C,318,1,1.3,37.5
CC(=O)C,318,1,1.4,31
CC(=O)C,338,1,0.7,24
CC(=O)C,338,1,0.8,32.5
CC(=O)C,338,1,0.9,39
CC(=O)C,338,1,1,44
CC(=O)C,338,1,1.1,46
CC(=O)C,373,1,0.7,31.4
CC(=O)C,373,1,0.8,41.9
CC(=O)C,373,1,0.9,48.3
CC(=O)C,373,1,1,55.5
CC(=O)C,373,1,1.1,56.4
CC(=O)C,373,1,1.2,55.8
CC(=O)C,373,1,1.3,50.1
CC(=O)C,373,1,1.4,39.5
CC(=O)C,403,1,0.7,40.4
CC(=O)C,403,1,0.8,48
CC(=O)C,403,1,0.9,57.3
CC(=O)C,403,1,1,62.4
CC(=O)C,403,1,1.1,64.2
CC(=O)C,403,1,1.2,63
CC(=O)C,403,1,1.3,58.5
CC(=O)C,443,1,0.7,45.8
CC(=O)C,443,1,0.8,57.9
CC(=O)C,443,1,0.9,67.2
CC(=O)C,443,1,1,73.6
CC(=O)C,443,1,1.1,78.1
CC(=O)C,443,1,1.2,76.6
CC(=O)C,443,1,1.3,72.3
CC(=O)C,468,1,0.7,50.1
CC(=O)C,468,1,0.8,63
CC(=O)C,468,1,0.9,73.6
CC(=O)C,468,1,1,79.6
CC(=O)C,468,1,1.1,83.2
CC(=O)C,468,1,1.2,79.3
CC(=O)C,468,1,1.3,71.1
CC(=O)C,298,1,0.99,37.2
CC(=O)C,298,1,1.09,37.2
CC(=O)C,298,1,1.18,36.1
CC(=O)C,298,1,1.28,35.9
CC(=O)C,298,1,1.38,34.3
CC(=O)C,298,1,1.48,27.1
CC(=O)C,298,1,0.74,25.1
CC(=O)C,298,1,0.79,28.5
CC(=O)C,298,1,0.83,31.1
CC(=O)C,298,1,0.92,35.5
CC(=O)C,298,1,0.97,37.5
CC(=O)C,298,1,1.01,39.2
CC(=O)C,298,1,1.1,41.3
CC(=O)C,298,1,1.15,42
CC(=O)C,298,1,1.2,42.5
CC(=O)C,298,1,1.24,41.9
CC(=O)C,298,1,1.29,39
CC(=O)C,298,1,1.33,36.8
CC(=O)C,298,1,1.38,32.1
CCC(=O)C  ,373,1,0.7,30
CCC(=O)C  ,373,1,0.8,38
CCC(=O)C  ,373,1,0.9,45
CCC(=O)C  ,373,1,1,51
CCC(=O)C  ,373,1,1.1,55
CCC(=O)C  ,373,1,1.2,54.5
CCC(=O)C  ,373,1,1.3,52
CCC(=O)C  ,373,5,0.7,16
CCC(=O)C  ,373,5,0.8,25
CCC(=O)C  ,373,5,0.9,30
CCC(=O)C  ,373,5,1,34
CCC(=O)C  ,373,5,1.1,37.5
CCC(=O)C  ,373,5,1.2,36
CCC(=O)C  ,373,5,1.3,32.5
CCC(=O)C  ,423,1,0.8,47
CCC(=O)C  ,423,1,1.3,61
CCC(=O)C  ,423,5,0.8,32.5
CCC(=O)C  ,423,5,1.3,41
CC(C)C(=O)C ,393,1,0.7,32.09
CC(C)C(=O)C ,393,1,0.8,42.03
CC(C)C(=O)C ,393,1,0.9,50.39
CC(C)C(=O)C ,393,1,1,55.45
CC(C)C(=O)C ,393,1,1.1,57.31
CC(C)C(=O)C ,393,1,1.2,56.35
CC(C)C(=O)C ,393,1,1.3,53.48
CC(C)C(=O)C ,393,1,1.4,45.71
CC(C)C(=O)C ,393,1,0.7,31.78
CC(C)C(=O)C ,393,1,0.8,41.81
CC(C)C(=O)C ,393,1,0.9,49.37
CC(C)C(=O)C ,393,1,1,55.49
CC(C)C(=O)C ,393,1,1.1,57.16
CC(C)C(=O)C ,393,1,1.2,55.87
CC(C)C(=O)C ,393,1,1.3,51.15
CC(C)C(=O)C ,393,1,1.4,43.43
CC(C)C(=O)C ,423,1,0.7,42.92
CC(C)C(=O)C ,423,1,0.8,53.87
CC(C)C(=O)C ,423,1,0.9,61.17
CC(C)C(=O)C ,423,1,1,65.77
CC(C)C(=O)C ,423,1,1.1,66.74
CC(C)C(=O)C ,423,1,1.2,63.54
CC(C)C(=O)C ,423,1,1.3,58.49
CC(C)C(=O)C ,423,1,1.4,49.49
CC(C)C(=O)C ,423,2,0.7,36.52
CC(C)C(=O)C ,423,2,0.8,46.65
CC(C)C(=O)C ,423,2,0.9,53.33
CC(C)C(=O)C ,423,2,1,57.41
CC(C)C(=O)C ,423,2,1.1,59.1
CC(C)C(=O)C ,423,2,1.2,57.02
CC(C)C(=O)C ,423,2,1.3,51.23
CC(C)C(=O)C ,423,2,1.4,42.19
CC(C)C(=O)C ,423,5,0.7,26.51
CC(C)C(=O)C ,423,5,0.8,35.58
CC(C)C(=O)C ,423,5,0.9,41.82
CC(C)C(=O)C ,423,5,1,46.64
CC(C)C(=O)C ,423,5,1.1,46.85
CCCC(=O)C  ,393,1,0.7,32.09
CCCC(=O)C  ,393,1,0.8,42.03
CCCC(=O)C  ,393,1,0.9,50.39
CCCC(=O)C  ,393,1,1,55.45
CCCC(=O)C  ,393,1,1.1,57.31
CCCC(=O)C  ,393,1,1.2,56.35
CCCC(=O)C  ,393,1,1.3,53.48
CCCC(=O)C  ,393,1,1.4,45.71
CCCC(=O)C  ,393,1,0.7,31.78
CCCC(=O)C  ,393,1,0.8,41.81
CCCC(=O)C  ,393,1,0.9,49.37
CCCC(=O)C  ,393,1,1,55.49
CCCC(=O)C  ,393,1,1.1,57.16
CCCC(=O)C  ,393,1,1.2,55.87
CCCC(=O)C  ,393,1,1.3,51.15
CCCC(=O)C  ,393,1,1.4,43.43
CCCC(=O)C  ,423,1,0.7,42.92
CCCC(=O)C  ,423,1,0.8,53.87
CCCC(=O)C  ,423,1,0.9,61.17
CCCC(=O)C  ,423,1,1,65.77
CCCC(=O)C  ,423,1,1.1,66.74
CCCC(=O)C  ,423,1,1.2,63.54
CCCC(=O)C  ,423,1,1.3,58.49
CCCC(=O)C  ,423,1,1.4,49.49
CCCC(=O)C  ,423,2,0.7,36.52
CCCC(=O)C  ,423,2,0.8,46.65
CCCC(=O)C  ,423,2,0.9,53.33
CCCC(=O)C  ,423,2,1,57.41
CCCC(=O)C  ,423,2,1.1,59.1
CCCC(=O)C  ,423,2,1.2,57.02
CCCC(=O)C  ,423,2,1.3,51.23
CCCC(=O)C  ,423,2,1.4,42.19
CCCC(=O)C  ,423,5,0.7,26.51
CCCC(=O)C  ,423,5,0.8,35.58
CCCC(=O)C  ,423,5,0.9,41.82
CCCC(=O)C  ,423,5,1,46.64
CCCC(=O)C  ,423,5,1.1,46.85
CCC(=O)CC,305,1,0.75,26
CCC(=O)CC,305,1,0.8,30
CCC(=O)CC,305,1,0.9,35
CCC(=O)CC,305,1,1,41
CCC(=O)CC,305,1,1.08,42.5
CCC(=O)CC,305,1,1.2,39
CCC(=O)CC,305,1,1.3,38
CCC(=O)CC,305,1,1.4,29
CCC(=O)CC,393,1,0.7,37.02
CCC(=O)CC,393,1,0.8,46.76
CCC(=O)CC,393,1,0.9,53.95
CCC(=O)CC,393,1,1,60.08
CCC(=O)CC,393,1,1.1,62.27
CCC(=O)CC,393,1,1.2,62.25
CCC(=O)CC,393,1,1.3,58.38
CCC(=O)CC,393,1,1.4,51.13
CCC(=O)CC,393,1,0.7,37.92
CCC(=O)CC,393,1,0.8,46.13
CCC(=O)CC,393,1,0.9,54.83
CCC(=O)CC,393,1,1,60.32
CCC(=O)CC,393,1,1.1,63.15
CCC(=O)CC,393,1,1.2,62.08
CCC(=O)CC,393,1,1.3,56.48
CCC(=O)CC,393,1,1.4,49.37
CCC(=O)CC,423,1,0.7,45.46
CCC(=O)CC,423,1,0.8,54.56
CCC(=O)CC,423,1,0.9,62.52
CCC(=O)CC,423,1,1,67.59
CCC(=O)CC,423,1,1.1,70.15
CCC(=O)CC,423,1,1.2,70.1
CCC(=O)CC,423,1,1.3,66.77
CCC(=O)CC,423,1,1.4,58.41
CCC(=O)CC,423,2,0.7,38.21
CCC(=O)CC,423,2,0.8,47.33
CCC(=O)CC,423,2,0.9,56.57
CCC(=O)CC,423,2,1,60.71
CCC(=O)CC,423,2,1.1,63.54
CCC(=O)CC,423,2,1.2,63.29
CCC(=O)CC,423,2,1.3,58.08
CCC(=O)CC,423,2,1.4,49.91
CCC(=O)CC,423,5,0.7,28.74
CCC(=O)CC,423,5,0.8,37.83
CCC(=O)CC,423,5,0.9,45.57
CCC(=O)CC,423,5,1,50.7
CCC(=O)CC,423,5,1.1,53.68
CC(C)C(=O)C(C)C,393,1,0.8,46
CC(C)C(=O)C(C)C,393,1,0.9,54
CC(C)C(=O)C(C)C,393,1,1,58
CC(C)C(=O)C(C)C,393,1,1.1,61
CC(C)C(=O)C(C)C,393,1,1.2,60
CC(C)C(=O)C(C)C,393,1,1.3,53
CC(C)C(=O)C(C)C,393,1,1.4,48
CC(C)C(=O)C(C)C,393,5,0.8,34
CC(C)C(=O)C(C)C,393,5,0.9,40
CC(C)C(=O)C(C)C,393,5,0.95,42
CC(=O)C(=O)C,298,1,0.7,21.7
CC(=O)C(=O)C,298,1,0.8,29.5
CC(=O)C(=O)C,298,1,0.9,36.5
CC(=O)C(=O)C,298,1,1,40.3
CC(=O)C(=O)C,298,1,1.1,42.8
CC(=O)C(=O)C,298,1,1.2,42.5
CC(=O)C(=O)C,298,1,1.3,40.1
CC(=O)C(=O)C,298,1,1.4,35.6
CC(=O)C(=O)C,318,1,0.7,25
CC(=O)C(=O)C,318,1,0.8,33.2
CC(=O)C(=O)C,318,1,0.9,40.3
CC(=O)C(=O)C,318,1,1,44.9
CC(=O)C(=O)C,318,1,1.1,47.4
CC(=O)C(=O)C,318,1,1.2,47.4
CC(=O)C(=O)C,318,1,1.3,44.4
CC(=O)C(=O)C,318,1,1.4,39.5
CC(=O)C(=O)C,338,1,0.7,29.7
CC(=O)C(=O)C,338,1,0.8,38.3
CC(=O)C(=O)C,338,1,0.9,44.9
CC(=O)C(=O)C,338,1,1,49.7
CC(=O)C(=O)C,338,1,1.1,52.9
CC(=O)C(=O)C,338,1,1.2,52.3
CC(=O)C(=O)C,338,1,1.3,49.3
CC(=O)C(=O)C,338,1,1.4,43.3
C1CCC(=O)C1,423,1,0.8,57.6
C1CCC(=O)C1,423,1,0.9,69.5
C1CCC(=O)C1,423,1,1,76.2
C1CCC(=O)C1,423,1,1.1,79
C1CCC(=O)C1,423,1,1.2,81.3
C1CCC(=O)C1,423,1,1.4,74.1
C1CCC(=O)C1,448,1,0.8,63
C1CCC(=O)C1,448,1,0.9,78
C1CCC(=O)C1,448,1,1,83
C1CCC(=O)C1,448,1,1.1,89
C1CCC(=O)C1,448,1,1.2,90
C1CCC(=O)C1,448,1,1.4,81
C1CCC(=O)C1,473,1,0.8,70
C1CCC(=O)C1,473,1,0.9,83
C1CCC(=O)C1,473,1,1,93
C1CCC(=O)C1,473,1,1.1,96
C1CCC(=O)C1,473,1,1.2,97
C1CCC(=O)C1,473,1,1.4,91.5
CCC=O ,343,1,0.8,39
CCC=O ,343,1,0.9,46
CCC=O ,343,1,1,51
CCC=O ,343,1,1.1,53
CCC=O ,343,1,1.2,50
CCC=O ,343,1,1.3,46
CCC=O ,343,1,1.4,40
CCC=O ,393,1,0.8,47
CCC=O ,393,1,0.9,52
CCC=O ,393,1,1,57
CCC=O ,393,1,1.1,61
CCC=O ,393,1,1.2,64
CCC=O ,393,1,1.3,60
CCC=O ,393,1,1.4,55
CCC=O ,298,1,0.88,38.2
CCC=O ,298,1,0.98,42
CCC=O ,298,1,1.08,46.5
CCC=O ,298,1,1.17,47
CCC=O ,298,1,1.27,45.6
CCC=O ,298,1,1.37,45.9
CCCC=O ,343,1,0.8,40
CCCC=O ,343,1,0.9,47
CCCC=O ,343,1,1,51
CCCC=O ,343,1,1.1,52
CCCC=O ,343,1,1.2,49
CCCC=O ,343,1,1.3,45
CCCC=O ,343,1,1.4,37
CC(C)C=O  ,343,1,0.8,36
CC(C)C=O  ,343,1,0.9,42
CC(C)C=O  ,343,1,1,47
CC(C)C=O  ,343,1,1.1,49
CC(C)C=O  ,343,1,1.2,46
CC(C)C=O  ,343,1,1.3,39
CC(C)C=O  ,343,1,1.4,30
COC=O ,300,1,0.7,20.1
COC=O ,300,1,0.8,25.8
COC=O ,300,1,0.9,31.2
COC=O ,300,1,1,35.8
COC=O ,300,1,1.1,38.2
COC=O ,300,1,1.2,37.2
COC=O ,300,1,1.3,31.1
COC=O ,300,1,1.4,26.4
COC=O ,333,1,0.7,25
COC=O ,333,1,0.8,31.2
COC=O ,333,1,0.9,37
COC=O ,333,1,1,42.7
COC=O ,333,1,1.1,45.5
COC=O ,333,1,1.2,44.4
COC=O ,333,1,1.3,37.2
COC=O ,333,1,1.4,31.7
COC=O ,348,1,0.7,27.3
COC=O ,348,1,0.8,34
COC=O ,348,1,0.9,40
COC=O ,348,1,1,45.3
COC=O ,348,1,1.1,48.5
COC=O ,348,1,1.2,47.9
COC=O ,348,1,1.3,40.3
COC=O ,348,1,1.4,34.6
COC=O ,500,1,0.7,56.4
COC=O ,500,1,0.8,65.3
COC=O ,500,1,0.9,73.8
COC=O ,500,1,1,80.5
COC=O ,500,1,1.1,86.2
COC=O ,500,1,1.2,88.6
COC=O ,500,1,1.3,76.5
COC=O ,500,1,1.4,66.3
COC=O ,298,1,0.8,24
COC=O ,298,1,0.9,30
COC=O ,298,1,1,34.6
COC=O ,298,1,1.1,36.2
COC=O ,298,1,1.2,35.4
COC=O ,298,1,1.3,33
COC=O ,298,1,1.4,28.7
COC=O ,333,1,0.7,20.5
COC=O ,333,1,0.8,29.4
COC=O ,333,1,0.9,35.2
COC=O ,333,1,1,39.9
COC=O ,333,1,1.1,42.8
COC=O ,333,1,1.2,42.1
COC=O ,333,1,1.3,40.1
COC=O ,333,1,1.4,34.1
CC(=O)OC,298,1,0.8,23
CC(=O)OC,298,1,0.9,26
CC(=O)OC,298,1,1,30
CC(=O)OC,298,1,1.1,32.5
CC(=O)OC,298,1,1.2,32
CC(=O)OC,298,1,1.3,27
CC(=O)OC,298,1,1.4,23
CC(=O)OC,338,1,0.7,20.5
CC(=O)OC,338,1,0.8,27
CC(=O)OC,338,1,0.9,33
CC(=O)OC,338,1,1,37.5
CC(=O)OC,338,1,1.1,39
CC(=O)OC,338,1,1.2,38
CC(=O)OC,338,1,1.3,36
CC(=O)OC,338,1,1.4,31
CC(=O)OC,333,1,0.7,19.1
CC(=O)OC,333,1,0.8,26.5
CC(=O)OC,333,1,0.9,32.8
CC(=O)OC,333,1,1,37
CC(=O)OC,333,1,1.1,39.4
CC(=O)OC,333,1,1.2,38
CC(=O)OC,333,1,1.3,35
CC(=O)OC,333,1,1.4,29.6
CCOC=O  ,298,1,0.7,21
CCOC=O  ,298,1,0.8,28
CCOC=O  ,298,1,0.9,34
CCOC=O  ,298,1,1,37.5
CCOC=O  ,298,1,1.1,38
CCOC=O  ,298,1,1.2,37
CCOC=O  ,298,1,1.3,33
CCOC=O  ,298,1,1.4,27.5
CCOC=O  ,338,1,0.7,26
CCOC=O  ,338,1,0.8,34
CCOC=O  ,338,1,0.9,40
CCOC=O  ,338,1,1,44
CCOC=O  ,338,1,1.1,46
CCOC=O  ,333,1,0.7,24.8
CCOC=O  ,333,1,0.8,32.8
CCOC=O  ,333,1,0.9,39.9
CCOC=O  ,333,1,1,42.4
CCOC=O  ,333,1,1.1,43.5
CCOC=O  ,333,1,1.2,42.2
CCOC=O  ,333,1,1.3,38.5
CCOC=O  ,333,1,1.4,31
CCC(=O)OC  ,333,1,0.7,22.7
CCC(=O)OC  ,333,1,0.8,28.9
CCC(=O)OC  ,333,1,0.9,35.3
CCC(=O)OC  ,333,1,1,39.2
CCC(=O)OC  ,333,1,1.1,40.8
CCC(=O)OC  ,333,1,1.2,38.6
CCC(=O)OC  ,333,1,1.3,33.3
CCC(=O)OC  ,333,1,1.4,26.2
CCOC(=O)C,423,1,0.8,44.1
CCOC(=O)C,423,1,0.9,50.4
CCOC(=O)C,423,1,1,53.7
CCOC(=O)C,423,1,1.1,54.1
CCOC(=O)C,423,1,1.2,52.9
CCOC(=O)C,423,1,1.3,46
CCOC(=O)C,423,1,1.4,38.6
CCOC(=O)C,423,3,0.7,25
CCOC(=O)C,423,3,0.8,32.7
CCOC(=O)C,423,3,0.9,38.4
CCOC(=O)C,423,3,1,41.4
CCOC(=O)C,423,3,1.1,41.8
CCOC(=O)C,423,3,1.2,39.6
CCOC(=O)C,423,3,1.3,34.7
CCOC(=O)C,333,1,0.9,34
CCOC(=O)C,333,1,1,37
CCOC(=O)C,333,1,1.1,38
CCOC(=O)C,333,1,1.2,37
CCOC(=O)C,333,1,1.3,35
CCOC(=O)C,333,1,1.4,31
CCOC(=O)C,363,1,0.8,32
CCOC(=O)C,363,1,0.9,36
CCOC(=O)C,363,1,1,42
CCOC(=O)C,363,1,1.1,44
CCOC(=O)C,363,1,1.2,42
CCOC(=O)C,363,1,1.3,38
CCOC(=O)C,363,1,1.4,31
CCOC(=O)C,393,1,0.8,34
CCOC(=O)C,393,1,0.9,40
CCOC(=O)C,393,1,1,46
CCOC(=O)C,393,1,1.1,50
CCOC(=O)C,393,1,1.2,47.5
CCOC(=O)C,393,1,1.3,43
CCOC(=O)C,393,1,1.4,36
CCOC(=O)C,298,1,0.8,23
CCOC(=O)C,298,1,0.9,28
CCOC(=O)C,298,1,1,31
CCOC(=O)C,298,1,1.1,32
CCOC(=O)C,298,1,1.2,29
CCOC(=O)C,298,1,1.3,25
CCOC(=O)C,338,1,0.8,29
CCOC(=O)C,338,1,0.9,34
CCOC(=O)C,338,1,1,38
CCOC(=O)C,338,1,1.2,38.5
CCOC(=O)C,333,1,0.7,21.6
CCOC(=O)C,333,1,0.8,28.9
CCOC(=O)C,333,1,0.9,33.9
CCOC(=O)C,333,1,1,37.2
CCOC(=O)C,333,1,1.1,38.2
CCOC(=O)C,333,1,1.2,36.1
CCOC(=O)C,333,1,1.3,30.7
CCOC(=O)C,333,1,1.4,23.3
CCCOC(=O),298,1,0.7,18
CCCOC(=O),298,1,0.8,26
CCCOC(=O),298,1,0.9,31
CCCOC(=O),298,1,1,34
CCCOC(=O),298,1,1.1,34.5
CCCOC(=O),298,1,1.2,33
CCCOC(=O),298,1,1.3,27.5
CCCOC(=O),298,1,1.4,21
CCCOC(=O),338,1,0.7,24
CCCOC(=O),338,1,0.8,32
CCCOC(=O),338,1,0.9,37.5
CCCOC(=O),338,1,1,41
CCCOC(=O),338,1,1.1,42
CCCOC(=O),338,1,1.2,39
CCCC(=O)OC,298,1,0.7,18
CCCC(=O)OC,298,1,0.8,25
CCCC(=O)OC,298,1,0.9,30.5
CCCC(=O)OC,298,1,1,33
CCCC(=O)OC,298,1,1.1,35
CCCC(=O)OC,298,1,1.2,32.5
CCCC(=O)OC,298,1,1.3,28
CCCC(=O)OC,338,1,0.7,23
CCCC(=O)OC,338,1,0.8,32
CCCC(=O)OC,338,1,0.9,37.5
CCCC(=O)OC,338,1,1,42
CCCC(=O)OC,338,1,1.1,42.5
CCCC(=O)OC,338,1,1.2,41
CCCC(=O)OC,338,1,1.3,37
CCCC(=O)OC,353,2,0.7,21.8
CCCC(=O)OC,353,2,0.8,28.5
CCCC(=O)OC,353,2,0.9,34.7
CCCC(=O)OC,353,2,1,37.5
CCCC(=O)OC,353,2,1.1,37.8
CCCC(=O)OC,353,2,1.2,34.9
CCCC(=O)OC,353,2,1.3,30.9
CCCC(=O)OC,353,2,1.4,22.5
CCCC(=O)OC,333,1,0.7,22.7
CCCC(=O)OC,333,1,0.8,28.9
CCCC(=O)OC,333,1,0.9,35.3
CCCC(=O)OC,333,1,1,39.2
CCCC(=O)OC,333,1,1.1,40.8
CCCC(=O)OC,333,1,1.2,38.6
CCCC(=O)OC,333,1,1.3,33.3
CCCC(=O)OC,333,1,1.4,26.2
CCCC(=O)OC,403,1,0.7,37.4
CCCC(=O)OC,403,1,0.8,47.1
CCCC(=O)OC,403,1,0.9,54.1
CCCC(=O)OC,403,1,1,57.9
CCCC(=O)OC,403,1,1.1,58.7
CCCC(=O)OC,403,1,1.2,54
CCCC(=O)OC,403,1,1.3,46
CCCC(=O)OC,403,1,1.4,36.4
CC=CC(=O)OC  ,403,1,0.7,39.41
CC=CC(=O)OC  ,403,1,0.8,50.37
CC=CC(=O)OC  ,403,1,0.9,57.21
CC=CC(=O)OC  ,403,1,1,60.87
CC=CC(=O)OC  ,403,1,1.1,62.1
CC=CC(=O)OC  ,403,1,1.2,57.72
CC=CC(=O)OC  ,403,1,1.3,50.1
CC=CC(=O)OC  ,403,1,1.4,40.34
CCC(=O)OCC  ,423,1,0.8,47
CCC(=O)OCC  ,423,1,0.9,54
CCC(=O)OCC  ,423,1,1,57
CCC(=O)OCC  ,423,1,1.1,58
CCC(=O)OCC  ,423,1,1.2,57
CCC(=O)OCC  ,423,1,1.3,52
CCC(=O)OCC  ,423,1,1.4,42
CCC(=O)OCC  ,423,3,0.8,36.7
CCC(=O)OCC  ,423,3,0.9,43.3
CCC(=O)OCC  ,423,3,1,47.1
CCC(=O)OCC  ,423,3,1.1,48.8
CCC(=O)OCC  ,423,3,1.2,46.7
CCC(=O)OCC  ,423,3,1.3,40
CCC(=O)OCC  ,423,3,1.4,34.6
CCC(=O)OCC  ,333,1,0.9,31
CCC(=O)OCC  ,333,1,1,36
CCC(=O)OCC  ,333,1,1.1,41
CCC(=O)OCC  ,333,1,1.2,40
CCC(=O)OCC  ,333,1,1.3,39
CCC(=O)OCC  ,333,1,1.4,34
CCC(=O)OCC  ,363,1,0.8,29
CCC(=O)OCC  ,363,1,0.9,37
CCC(=O)OCC  ,363,1,1,44
CCC(=O)OCC  ,363,1,1.1,47.5
CCC(=O)OCC  ,363,1,1.2,46
CCC(=O)OCC  ,363,1,1.3,45
